ID,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,Attrition
S4865,30,Travel_Rarely,Human Resources,20,Below College,Life Sciences,High,Female,High,1,Research Director,High,Divorced,0,No,,Excellent,High,80,1,9.0,3,,9.0,6,0.0,6.0,14342.29,No
S4866,35,Travel_Frequently,Sales,17,Bachelor,Marketing,High,Male,Medium,2,Sales Executive,High,Divorced,1,Yes,17.0,Excellent,High,80,1,5.0,0,Good,3.0,2,2.0,2.0,15955.61,No
S4867,37,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Very High,Female,High,3,Research Scientist,High,Divorced,4,No,15.0,Excellent,Medium,80,1,11.0,2,Good,,9,,8.0,13685.89,No
S4868,35,Travel_Frequently,Research & Development,11,,Medical,High,Male,Medium,1,Research Scientist,Medium,Divorced,1,No,15.0,Excellent,Medium,80,1,15.0,3,,15.0,8,0.0,5.0,18496.84,No
S4869,33,Travel_Rarely,Human Resources,23,Bachelor,,Low,Male,Medium,1,Research Director,Medium,Married,3,No,19.0,Excellent,,80,0,4.0,0,Better,2.0,2,2.0,2.0,13662.94,No
S4870,30,Non-Travel,Research & Development,2,College,Medical,Low,Male,High,1,Human Resources,Low,Single,0,No,,Excellent,,80,0,3.0,3,Better,1.0,2,0.0,,22271.07,No
S4871,26,Travel_Frequently,,7,Bachelor,Marketing,Medium,Male,High,1,Manufacturing Director,Medium,Single,0,No,16.0,Excellent,Medium,80,0,2.0,1,Better,2.0,1,0.0,1.0,21025.54,No
S4872,49,Non-Travel,Research & Development,18,Master,Life Sciences,Very High,Female,High,2,Manufacturing Director,Very High,Divorced,1,Yes,15.0,Excellent,Low,80,2,7.0,0,Better,7.0,7,1.0,7.0,14639.52,No
S4873,35,Travel_Rarely,,7,College,Life Sciences,Medium,Female,Medium,1,Research Scientist,Low,Married,1,No,13.0,Excellent,High,80,0,6.0,0,Better,6.0,4,4.0,1.0,8537.57,Yes
S4874,44,Travel_Frequently,,1,College,Life Sciences,Medium,Male,Medium,1,Human Resources,High,Divorced,3,No,17.0,Excellent,,80,2,8.0,2,Good,2.0,1,2.0,2.0,5766.72,Yes
S4875,42,Travel_Rarely,Sales,4,Master,,Medium,Female,High,2,Sales Executive,Low,Single,7,No,13.0,Excellent,Very High,80,0,,3,Best,,4,1.0,5.0,12836.28,Yes
S4876,28,Travel_Rarely,Research & Development,9,Below College,Marketing,Very High,Female,High,1,Sales Executive,Medium,Divorced,1,No,20.0,Excellent,Medium,80,0,1.0,4,Better,1.0,0,0.0,,18831.31,Yes
S4877,22,Travel_Rarely,Research & Development,22,Below College,Technical Degree,Medium,Female,High,1,Sales Executive,High,Married,1,No,11.0,Excellent,Medium,80,0,3.0,2,Better,3.0,2,1.0,2.0,13669.67,Yes
S4878,35,Travel_Frequently,,19,Bachelor,Medical,High,Male,Medium,2,Research Scientist,High,Married,1,No,16.0,Excellent,Medium,80,0,15.0,3,Better,13.0,8,5.0,9.0,18780.32,No
S4879,40,Travel_Rarely,Research & Development,2,College,Marketing,Low,Female,Medium,1,Sales Executive,High,Married,1,Yes,14.0,Excellent,Medium,80,0,4.0,2,,2.0,1,0.0,1.0,13394.01,No
S4880,33,Travel_Rarely,Research & Development,1,College,,Very High,Male,Low,2,Laboratory Technician,Very High,Married,0,No,12.0,Excellent,Low,80,1,9.0,0,Better,8.0,7,0.0,0.0,14002.69,No
S4881,33,Travel_Rarely,Research & Development,12,Master,Life Sciences,Medium,Female,High,1,Research Scientist,Very High,Divorced,2,No,,Excellent,,80,1,7.0,3,Good,4.0,1,0.0,2.0,12654.21,No
S4882,55,Travel_Frequently,Human Resources,5,Below College,,,Female,High,1,Laboratory Technician,High,Married,6,No,17.0,Excellent,High,80,0,,2,Good,1.0,1,1.0,1.0,14826.42,No
S4883,48,Travel_Rarely,Research & Development,4,Master,Life Sciences,High,Female,Medium,3,Healthcare Representative,Medium,Married,5,No,14.0,Excellent,Medium,80,0,27.0,3,Better,,9,2.0,7.0,15399.96,No
S4884,29,Travel_Rarely,Sales,11,Bachelor,Marketing,High,Female,Low,2,Sales Executive,Medium,Married,1,No,18.0,Excellent,,80,1,8.0,3,Better,8.0,1,0.0,3.0,17180.44,Yes
S4885,32,Travel_Frequently,Research & Development,4,Bachelor,Life Sciences,High,Male,Medium,1,Research Scientist,High,Divorced,1,No,12.0,Excellent,High,80,1,1.0,2,Good,1.0,1,0.0,1.0,15182.58,Yes
S4886,28,Travel_Frequently,Research & Development,8,Below College,Other,High,Male,Medium,1,Sales Executive,Low,Married,2,No,17.0,Excellent,Medium,80,0,3.0,3,Better,0.0,0,0.0,0.0,13966.56,Yes
S4887,55,Travel_Frequently,Research & Development,21,Bachelor,Marketing,Medium,Male,Medium,3,Manufacturing Director,Low,Married,3,No,17.0,Excellent,Very High,80,0,22.0,4,Better,19.0,10,10.0,,11810.19,Yes
S4888,19,Travel_Rarely,Research & Development,7,,Human Resources,Very High,Female,High,1,Research Scientist,Low,Single,0,Yes,22.0,Outstanding,Low,80,0,0.0,1,Better,1.0,0,0.0,0.0,23364.74,No
S4889,34,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,Very High,Male,High,2,Research Director,Very High,Married,1,No,12.0,Excellent,High,80,0,10.0,2,Good,8.0,5,0.0,6.0,13587.93,No
S4890,27,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,High,Male,High,1,Research Director,High,Married,1,No,17.0,Excellent,High,80,0,0.0,3,Better,0.0,0,0.0,0.0,13146.31,No
S4891,35,Travel_Rarely,Research & Development,20,Below College,Life Sciences,High,Male,High,1,Healthcare Representative,High,Married,1,No,24.0,Excellent,,80,0,9.0,2,Bad,9.0,5,0.0,6.0,14541.54,No
S4892,30,Non-Travel,Research & Development,4,Bachelor,Technical Degree,High,Female,High,1,Research Scientist,Very High,Single,9,Yes,23.0,Outstanding,Medium,80,0,2.0,4,Better,0.0,0,0.0,0.0,4078.38,No
S4893,21,Travel_Rarely,Human Resources,6,Bachelor,Human Resources,Medium,Female,Very High,0,Human Resources,,Married,0,Yes,21.0,Outstanding,High,80,2,0.0,1,Good,0.0,0,0.0,0.0,5651.87,No
S4894,38,Travel_Frequently,,19,College,Life Sciences,,Female,High,2,Research Director,Low,Married,0,No,14.0,Excellent,Medium,80,0,,2,Good,6.0,5,5.0,4.0,14391.48,No
S4895,43,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,High,Male,Medium,2,Healthcare Representative,High,Married,5,No,16.0,Excellent,Medium,80,0,23.0,3,Better,8.0,6,2.0,4.0,14936.97,No
S4896,31,Travel_Frequently,Research & Development,17,Bachelor,Life Sciences,Low,Female,Medium,3,Human Resources,Medium,Married,4,No,13.0,Excellent,Low,80,0,12.0,2,Better,3.0,2,1.0,0.0,15989.86,No
S4897,39,Travel_Frequently,Research & Development,17,Bachelor,Medical,High,Female,Medium,1,Laboratory Technician,Very High,Married,5,No,18.0,Excellent,Low,80,0,7.0,0,Better,3.0,2,1.0,1.0,12675.03,No
S4898,36,Travel_Rarely,Human Resources,2,Bachelor,Marketing,High,Female,High,1,Manufacturing Director,Very High,Married,0,No,13.0,Excellent,Low,80,2,7.0,3,Better,6.0,1,1.0,,10534.11,No
S4899,49,Travel_Rarely,Research & Development,1,Below College,Technical Degree,,Male,Medium,4,Healthcare Representative,High,Single,7,Yes,12.0,Excellent,,80,0,26.0,1,Better,8.0,0,0.0,9.0,10998.29,No
S4900,47,Travel_Frequently,Research & Development,14,Bachelor,Life Sciences,High,Male,High,1,Manager,High,Married,7,No,18.0,Excellent,,80,1,9.0,3,Better,5.0,2,0.0,2.0,16236.34,No
S4901,22,Travel_Rarely,Research & Development,7,Below College,Life Sciences,High,Female,High,1,Research Scientist,Medium,Married,1,Yes,22.0,Outstanding,Low,80,0,1.0,2,Better,1.0,0,0.0,0.0,19062.69,No
S4902,41,Travel_Rarely,Research & Development,28,Master,Life Sciences,Low,Male,Medium,4,Manufacturing Director,Medium,Married,0,No,23.0,Outstanding,High,80,1,21.0,3,,20.0,7,0.0,10.0,15048.81,No
S4903,38,Travel_Frequently,Research & Development,8,Bachelor,Marketing,Medium,Female,Medium,2,Laboratory Technician,Low,Married,3,No,19.0,Excellent,Medium,80,1,10.0,3,Good,3.0,2,2.0,2.0,15704.55,No
S4904,42,Travel_Rarely,Research & Development,6,Bachelor,Medical,High,Female,High,3,Research Director,Low,Married,9,No,13.0,Excellent,Medium,80,1,18.0,3,Best,13.0,7,5.0,7.0,14115.92,Yes
S4905,19,Travel_Rarely,Human Resources,6,Bachelor,Human Resources,Medium,Female,Very High,0,Healthcare Representative,,Married,0,Yes,22.0,Outstanding,High,80,2,-3.0,1,Good,0.0,0,0.0,0.0,6625.17,Yes
S4906,21,Travel_Frequently,Sales,3,Bachelor,Life Sciences,,Male,High,1,Sales Representative,Medium,Single,1,Yes,13.0,Excellent,High,80,0,0.0,2,Better,0.0,0,0.0,0.0,12938.91,No
S4907,50,Travel_Rarely,Research & Development,3,Bachelor,Medical,,Male,High,4,Healthcare Representative,Low,Married,2,No,17.0,Excellent,High,80,0,21.0,5,Better,7.0,7,1.0,0.0,14254.23,Yes
S4908,31,Non-Travel,Research & Development,4,,Other,Medium,Female,High,1,Research Director,Medium,Married,1,No,14.0,Excellent,Medium,80,0,11.0,2,Better,6.0,6,0.0,6.0,15382.01,No
S4909,37,Travel_Frequently,Research & Development,3,Below College,Life Sciences,Medium,Male,High,1,Manufacturing Director,Very High,Married,0,No,13.0,Excellent,High,80,0,8.0,4,Good,8.0,4,4.0,5.0,11540.73,No
S4910,28,Travel_Rarely,Research & Development,14,Below College,Life Sciences,Medium,Male,Low,1,Research Scientist,High,Married,0,No,17.0,Excellent,Low,80,0,6.0,1,Good,5.0,4,0.0,3.0,15833.99,No
S4911,23,Travel_Rarely,Research & Development,1,College,Life Sciences,Very High,Female,High,1,Research Scientist,High,Married,1,No,22.0,Outstanding,Very High,80,1,1.0,2,Better,1.0,0,0.0,1.0,17122.51,No
S4912,39,Travel_Rarely,Sales,2,Below College,Life Sciences,Medium,Male,Medium,2,Sales Executive,Medium,Married,1,No,21.0,Excellent,High,80,0,18.0,2,Better,18.0,15,11.0,6.0,14974.96,No
S4913,32,Travel_Frequently,Research & Development,5,Doctor,Life Sciences,Medium,Male,High,2,Research Director,Low,Married,2,No,11.0,Excellent,Low,80,1,12.0,2,Better,7.0,5,3.0,5.0,13434.28,No
S4914,31,Travel_Frequently,Research & Development,8,,Life Sciences,,Male,Medium,3,Manufacturing Director,Medium,Divorced,1,No,23.0,Excellent,High,80,1,13.0,6,,13.0,7,0.0,8.0,15103.09,No
S4915,28,Travel_Frequently,Research & Development,22,Bachelor,Life Sciences,Medium,Female,Medium,1,Laboratory Technician,Medium,Married,4,No,14.0,Excellent,Medium,80,0,5.0,3,Better,3.0,1,0.0,,13595.45,No
S4916,35,Travel_Rarely,Research & Development,6,Below College,Life Sciences,Medium,Male,High,2,Manufacturing Director,Low,Divorced,5,No,17.0,Excellent,Medium,80,1,8.0,0,Better,5.0,4,4.0,3.0,13773.15,No
S4917,31,Travel_Rarely,Research & Development,2,College,Life Sciences,Low,Female,High,1,Sales Executive,Medium,Married,0,No,19.0,Excellent,Medium,80,1,,1,Better,2.0,2,1.0,2.0,15859.53,No
S4918,29,Travel_Rarely,Sales,29,Master,Life Sciences,Medium,Male,Low,1,Sales Representative,High,Married,0,No,25.0,Outstanding,,80,2,6.0,5,Better,5.0,3,4.0,2.0,17026.35,No
S4919,39,Travel_Rarely,Research & Development,17,College,Marketing,Medium,,Medium,1,Sales Executive,Medium,Married,0,Yes,20.0,Excellent,,80,0,3.0,3,Good,3.0,2,0.0,1.0,15967.93,No
S4920,29,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,High,Male,Medium,1,Research Scientist,Low,Single,6,No,18.0,Excellent,High,80,0,3.0,4,Better,0.0,0,0.0,0.0,11240.81,No
S4921,33,Travel_Rarely,Human Resources,15,,Other,Low,Male,Medium,1,Laboratory Technician,Medium,Married,2,No,16.0,Excellent,High,80,0,3.0,0,Better,2.0,2,2.0,2.0,13261.88,Yes
S4922,34,Travel_Rarely,Research & Development,2,,Marketing,,Male,Medium,2,Research Director,High,Married,4,No,13.0,Excellent,Medium,80,1,6.0,4,Good,,1,0.0,2.0,11833.52,Yes
S4923,40,Travel_Rarely,Research & Development,1,Master,Life Sciences,,Male,High,1,Manager,Low,Divorced,4,No,14.0,Excellent,Medium,80,1,7.0,3,Good,3.0,1,0.0,1.0,18283.24,No
S4924,29,Travel_Rarely,,14,Bachelor,Life Sciences,Medium,Male,Medium,1,Research Scientist,Low,Married,5,Yes,16.0,Excellent,Medium,80,0,4.0,3,Better,2.0,0,0.0,0.0,14857.28,No
S4925,33,Non-Travel,Sales,22,College,Marketing,High,Female,High,2,Sales Executive,Medium,Married,0,No,13.0,Excellent,,80,1,8.0,2,Best,7.0,7,0.0,7.0,15423.0,No
S4926,48,Travel_Frequently,,7,College,Life Sciences,,Female,Medium,5,Research Director,Medium,Married,3,No,12.0,Excellent,Very High,80,0,28.0,3,Better,17.0,8,9.0,7.0,17772.5,No
S4927,27,Travel_Rarely,Research & Development,3,,,Medium,Male,High,1,Research Scientist,Medium,Married,1,No,,Excellent,Medium,80,0,1.0,2,Better,1.0,0,0.0,0.0,17331.66,No
S4928,47,Non-Travel,Research & Development,29,,Life Sciences,Low,Female,High,3,Manager,Medium,Married,1,Yes,12.0,Excellent,Very High,80,1,10.0,2,Good,10.0,7,9.0,9.0,16266.48,No
S4929,36,Non-Travel,Research & Development,16,College,Marketing,Low,,High,2,Research Director,Medium,Married,1,No,14.0,Excellent,High,80,0,10.0,2,Good,10.0,1,0.0,8.0,11642.95,Yes
S4930,34,Travel_Rarely,Research & Development,1,College,Marketing,,Female,Medium,1,Laboratory Technician,Low,Single,1,No,18.0,Excellent,Low,80,0,2.0,3,Better,2.0,0,0.0,2.0,18775.05,No
S4931,25,Travel_Rarely,Research & Development,7,Below College,,Very High,Female,High,1,Sales Executive,Low,Married,1,No,13.0,Excellent,Low,80,0,4.0,3,Better,2.0,2,0.0,1.0,15507.94,No
S4932,48,Travel_Rarely,Human Resources,0,College,Human Resources,Very High,Male,Low,2,Laboratory Technician,Very High,Married,12,Yes,12.0,Excellent,,80,1,,3,Better,3.0,4,0.0,2.0,12846.07,No
S4933,27,Non-Travel,Human Resources,21,College,Human Resources,,Male,Medium,1,Human Resources,Low,Divorced,1,No,12.0,Excellent,Low,80,0,1.0,2,Good,1.0,0,0.0,0.0,16771.84,No
S4934,38,Travel_Rarely,Sales,5,Bachelor,Technical Degree,,,High,2,Sales Representative,Very High,Married,3,No,14.0,Excellent,High,80,1,19.0,6,Best,0.0,0,0.0,0.0,3478.67,No
S4935,36,Travel_Rarely,Sales,3,Below College,Life Sciences,High,Female,Medium,3,Sales Executive,Very High,Married,1,Yes,11.0,Excellent,Low,80,1,16.0,6,Better,,7,3.0,7.0,14894.05,No
S4936,50,Travel_Frequently,Research & Development,8,Bachelor,,High,Male,High,2,Manufacturing Director,Low,Married,5,No,18.0,Excellent,High,80,0,9.0,3,Good,5.0,2,1.0,3.0,17948.61,No
S4937,21,Travel_Frequently,Research & Development,6,Below College,,,Female,Medium,1,Sales Executive,Medium,Married,0,No,12.0,Excellent,,80,0,1.0,3,Better,0.0,0,,0.0,8887.27,No
S4938,25,Travel_Rarely,,18,College,Marketing,Medium,,High,1,Manager,High,Married,1,No,19.0,Excellent,High,80,0,5.0,4,Better,4.0,3,0.0,3.0,18170.58,Yes
S4939,52,Travel_Frequently,Research & Development,11,Bachelor,Life Sciences,Low,Female,High,4,Research Scientist,High,Married,6,No,16.0,Excellent,High,80,0,23.0,2,Good,18.0,7,4.0,7.0,14451.71,No
S4940,40,Travel_Rarely,Human Resources,2,College,Medical,,Male,Medium,5,Manager,Medium,Married,8,No,11.0,Good,Very High,80,0,18.0,1,Better,,13,6.0,14.0,14317.45,Yes
S4941,42,Non-Travel,Research & Development,2,,Life Sciences,High,Male,High,4,Manager,Medium,Married,0,Yes,12.0,Excellent,Very High,80,0,21.0,3,Good,18.0,7,1.0,9.0,14827.83,Yes
S4942,31,Non-Travel,Research & Development,19,Bachelor,Medical,,Female,Low,1,Research Scientist,Medium,Married,1,Yes,23.0,Outstanding,Medium,80,0,3.0,2,Good,3.0,1,2.0,0.0,14839.72,Yes
S4943,35,Travel_Frequently,Sales,17,Master,,Medium,,Medium,3,Sales Executive,Low,Married,1,No,21.0,Excellent,,80,1,9.0,3,Good,,7,1.0,7.0,13813.48,No
S4944,31,Travel_Frequently,Research & Development,20,Bachelor,Life Sciences,Low,Female,High,3,Healthcare Representative,High,Married,3,No,12.0,Excellent,,80,0,12.0,2,Better,,0,0.0,0.0,16837.55,No
S4945,24,Travel_Rarely,,7,Bachelor,Life Sciences,,Male,Medium,1,Sales Executive,Medium,Married,2,No,14.0,Excellent,Very High,80,0,2.0,1,Good,1.0,0,0.0,0.0,16619.39,Yes
S4946,32,Travel_Rarely,,14,Bachelor,Marketing,Low,Male,Medium,2,Sales Executive,Low,Single,4,No,14.0,Excellent,High,80,0,6.0,2,Better,3.0,2,0.0,2.0,18522.2,No
S4947,36,Travel_Rarely,Human Resources,4,Bachelor,Life Sciences,Medium,Female,High,1,Laboratory Technician,High,Married,0,No,13.0,Excellent,High,80,1,10.0,3,Better,9.0,7,4.0,3.0,12051.38,No
S4948,46,Travel_Rarely,Research & Development,13,Bachelor,Marketing,Medium,Male,High,2,Research Scientist,Medium,Divorced,3,No,17.0,Excellent,High,80,1,10.0,3,Good,4.0,3,0.0,1.0,15390.31,Yes
S4949,53,Travel_Rarely,Research & Development,3,Master,Medical,High,Female,High,4,Research Director,High,Married,3,Yes,16.0,Excellent,Very High,80,3,21.0,5,Good,5.0,3,1.0,3.0,15427.14,No
S4950,36,Travel_Rarely,,3,Bachelor,Technical Degree,High,Female,High,2,Research Scientist,Medium,Single,4,No,12.0,Excellent,Very High,80,0,10.0,2,Better,8.0,0,7.0,7.0,10643.51,No
S4951,37,Travel_Frequently,Research & Development,10,College,Medical,High,Female,High,1,Research Scientist,Low,Divorced,1,No,14.0,Excellent,High,80,1,,2,Good,3.0,1,1.0,,11569.63,No
S4952,44,Travel_Rarely,Human Resources,9,College,Marketing,,Female,Medium,1,Human Resources,Medium,Divorced,6,No,12.0,Excellent,Very High,80,1,9.0,3,Bad,6.0,6,6.0,4.0,13988.66,No
S4953,28,Travel_Rarely,Research & Development,10,Below College,Life Sciences,Very High,Female,High,2,Research Director,High,Married,5,No,13.0,Excellent,Medium,80,1,5.0,2,,4.0,3,1.0,2.0,7552.42,No
S4954,56,Travel_Frequently,Sales,1,Below College,Life Sciences,Low,Male,Medium,2,Sales Executive,High,Single,6,No,,Excellent,,80,0,18.0,2,Good,4.0,2,0.0,,16880.62,No
S4955,39,Travel_Rarely,Human Resources,5,Bachelor,Marketing,,Male,High,1,Healthcare Representative,High,Divorced,2,No,16.0,Excellent,High,80,0,6.0,2,Good,4.0,2,0.0,2.0,14934.06,No
S4956,32,Non-Travel,Research & Development,8,Bachelor,,Medium,Female,Low,2,Research Scientist,High,Married,2,No,13.0,Excellent,High,80,0,8.0,5,Good,6.0,6,0.0,1.0,15965.33,No
S4957,58,Non-Travel,Sales,2,,Medical,Medium,Female,High,4,Manager,Medium,Divorced,4,No,,Outstanding,Very High,80,1,37.0,0,,,9,14.0,14.0,19221.04,Yes
S4958,46,Travel_Rarely,Research & Development,9,,Life Sciences,Low,Female,High,1,Laboratory Technician,Medium,Divorced,2,No,18.0,Excellent,,80,0,6.0,3,Better,2.0,1,0.0,1.0,13142.01,Yes
S4959,37,Travel_Frequently,Research & Development,17,Bachelor,Life Sciences,High,Male,Medium,3,Manufacturing Director,High,Single,0,No,19.0,Excellent,Low,80,0,10.0,2,Better,9.0,7,0.0,8.0,14972.7,Yes
S4960,34,Travel_Frequently,Research & Development,7,College,Life Sciences,Low,Female,Low,2,Laboratory Technician,High,Married,1,Yes,23.0,Excellent,High,80,0,9.0,3,,8.0,6,0.0,5.0,15158.97,No
S4961,38,Travel_Rarely,,9,,Medical,High,Female,High,4,Laboratory Technician,Low,Married,0,Yes,12.0,Good,Very High,80,0,20.0,3,Better,23.0,10,12.0,11.0,14315.86,No
S4962,31,Travel_Rarely,Human Resources,10,Bachelor,Marketing,Low,Male,Medium,1,Human Resources,Medium,Divorced,2,No,15.0,Excellent,Very High,80,1,2.0,1,Better,2.0,2,2.0,1.0,6077.82,No
S4963,36,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,High,Female,Medium,2,Laboratory Technician,High,Divorced,2,No,13.0,Excellent,High,80,1,,2,Better,5.0,4,2.0,2.0,18125.32,No
S4964,26,Travel_Frequently,,1,,Life Sciences,,Male,Low,1,Research Scientist,Medium,Married,5,Yes,12.0,Excellent,High,80,0,7.0,4,,5.0,5,2.0,5.0,9815.47,No
S4965,55,Travel_Rarely,Research & Development,1,Bachelor,Medical,Very High,,High,5,Manager,Low,Single,0,Yes,14.0,Excellent,High,80,0,37.0,2,Better,36.0,10,4.0,13.0,16468.41,No
S4966,35,Travel_Frequently,Research & Development,6,,Medical,High,Male,Medium,2,Manufacturing Director,Medium,Divorced,1,Yes,12.0,Excellent,Medium,80,2,10.0,3,Good,9.0,7,2.0,7.0,15015.35,No
S4967,40,Travel_Rarely,,2,College,Marketing,Very High,Male,High,2,Research Scientist,Low,Divorced,7,No,11.0,Excellent,Medium,80,2,8.0,4,Better,5.0,3,1.0,3.0,15164.96,No
S4968,53,Travel_Frequently,,8,Bachelor,Marketing,Medium,Male,High,3,Healthcare Representative,High,Married,7,No,11.0,Excellent,Medium,80,0,27.0,1,Good,9.0,7,0.0,1.0,16657.58,No
S4969,26,Travel_Frequently,Research & Development,5,Bachelor,Marketing,Medium,Male,High,1,Manufacturing Director,Medium,Married,0,No,18.0,Excellent,Low,80,0,3.0,2,Better,3.0,2,0.0,2.0,18493.19,No
S4970,35,Travel_Rarely,Research & Development,1,,Life Sciences,High,Male,Medium,2,Research Director,High,Married,5,No,13.0,Excellent,Medium,80,1,,4,Good,4.0,1,0.0,2.0,12507.15,Yes
S4971,31,Travel_Rarely,Research & Development,13,Bachelor,Life Sciences,High,Male,High,1,Research Director,High,Married,1,No,17.0,Excellent,Low,80,0,,1,Better,6.0,5,1.0,5.0,20346.97,Yes
S4972,51,Travel_Frequently,Research & Development,3,College,Marketing,Medium,Male,Medium,3,Research Director,Medium,Married,2,No,11.0,Excellent,Low,80,1,29.0,2,Good,18.0,7,4.0,10.0,14716.02,No
S4973,45,Travel_Rarely,,0,Master,Technical Degree,,Female,High,3,Healthcare Representative,Medium,Divorced,0,No,10.0,Excellent,,80,3,10.0,4,Better,11.0,9,8.0,8.0,11291.07,No
S4974,36,Non-Travel,Research & Development,18,,Life Sciences,Low,Female,High,2,Manufacturing Director,Very High,Single,2,No,20.0,Outstanding,Low,80,0,18.0,0,Better,11.0,9,0.0,9.0,14448.33,No
S4975,32,Travel_Frequently,,8,Bachelor,Marketing,Medium,Male,Medium,2,Sales Executive,High,Married,2,No,14.0,Excellent,,80,0,8.0,5,Good,7.0,7,1.0,1.0,14660.92,No
S4976,29,Travel_Frequently,Research & Development,3,College,Other,Medium,Male,Medium,1,Research Scientist,High,Single,8,Yes,20.0,Excellent,High,80,0,4.0,4,Better,2.0,1,,1.0,8269.81,Yes
S4977,56,Travel_Rarely,Research & Development,1,,Life Sciences,Low,Male,High,1,Research Scientist,Low,Married,2,No,22.0,Outstanding,Very High,80,1,5.0,3,Best,3.0,2,1.0,0.0,16964.25,No
S4978,44,Travel_Frequently,Research & Development,12,Bachelor,Life Sciences,High,,Medium,2,Research Scientist,Low,Divorced,6,Yes,20.0,Excellent,Low,80,2,18.0,2,Good,11.0,9,0.0,5.0,13515.22,No
S4979,24,Travel_Frequently,Research & Development,8,Below College,Other,Medium,Male,Medium,1,Manager,Medium,Single,3,No,17.0,Excellent,High,80,0,6.0,2,Better,5.0,3,3.0,3.0,12342.77,No
S4980,35,Travel_Frequently,Research & Development,2,Master,Medical,Low,Female,Medium,1,Research Scientist,Very High,Single,0,Yes,14.0,Excellent,High,80,0,6.0,2,Best,5.0,4,1.0,,11976.4,No
S4981,40,Non-Travel,,23,Master,Other,High,Male,Low,2,Healthcare Representative,High,Married,0,No,11.0,Excellent,Very High,80,2,6.0,3,,5.0,4,0.0,4.0,7639.48,No
S4982,43,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,Low,Female,High,3,Healthcare Representative,High,Married,1,No,17.0,Excellent,Medium,80,1,10.0,1,Better,10.0,9,0.0,9.0,13545.84,No
S4983,46,Travel_Frequently,Research & Development,10,Bachelor,Marketing,High,Male,High,2,Research Director,Medium,Divorced,2,Yes,15.0,Excellent,Medium,80,0,14.0,3,Best,,7,1.0,5.0,15053.57,No
S4984,22,Travel_Rarely,Research & Development,3,Below College,Life Sciences,,Male,High,1,Manager,Medium,Married,0,No,19.0,Excellent,Low,80,0,4.0,2,Best,3.0,2,0.0,2.0,13986.66,No
S4985,41,Non-Travel,Research & Development,7,Below College,Life Sciences,Medium,Male,Low,5,Research Director,High,Divorced,1,No,22.0,Outstanding,Medium,80,2,21.0,3,Better,21.0,16,5.0,10.0,11753.7,No
S4986,20,Travel_Rarely,Sales,21,Bachelor,Marketing,High,Female,Very High,1,Sales Representative,Very High,Single,1,No,17.0,Excellent,Very High,80,0,2.0,2,,2.0,1,2.0,2.0,12695.85,No
S4987,37,Travel_Rarely,Research & Development,2,College,Other,,Female,Medium,1,Laboratory Technician,High,Single,6,Yes,,Excellent,Medium,80,0,,3,Better,0.0,0,0.0,0.0,13474.94,No
S4988,29,Travel_Rarely,Research & Development,1,,Life Sciences,,Male,Low,1,Laboratory Technician,Low,Married,5,No,16.0,Excellent,Low,80,0,6.0,2,Bad,6.0,4,0.0,2.0,14547.15,Yes
S4989,48,Travel_Rarely,Sales,9,Bachelor,Life Sciences,Very High,Female,High,3,Sales Representative,,Divorced,4,Yes,8.0,Good,High,80,1,18.0,1,Good,3.0,3,0.0,0.0,13947.2,Yes
S4990,26,Travel_Rarely,Research & Development,3,,Life Sciences,High,Male,High,1,Laboratory Technician,Low,Divorced,1,No,13.0,Excellent,Very High,80,0,0.0,6,Better,0.0,0,0.0,0.0,15479.37,No
S4991,22,Travel_Rarely,Research & Development,17,,,Low,Female,High,1,Laboratory Technician,Medium,Single,0,No,13.0,Excellent,Medium,80,0,4.0,2,Better,3.0,2,1.0,2.0,15407.15,No
S4992,37,Travel_Rarely,Sales,6,Bachelor,Medical,Medium,Male,Medium,2,Sales Executive,Medium,Divorced,4,No,12.0,Excellent,Low,80,1,8.0,2,Better,7.0,4,0.0,4.0,13081.78,Yes
S4993,29,Non-Travel,Human Resources,4,Bachelor,Technical Degree,High,Female,High,1,Research Director,Very High,Single,9,Yes,23.0,Outstanding,High,80,0,3.0,4,,0.0,0,0.0,,4212.08,No
S4994,56,Travel_Rarely,Research & Development,21,Bachelor,Marketing,High,,Medium,2,Healthcare Representative,High,Married,1,No,11.0,Excellent,Very High,80,1,,3,Good,37.0,9,14.0,6.0,12883.71,Yes
